"TeamName","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","F3GRate","OppF3GRate","ARate","OppARate","StlRate","OppStlRate","DefensiveFingerprint","defeFG_Pct","defTO_Pct","defOR_Pct","defFT_Rate","eFG_Pct","TO_Pct","OR_Pct","FT_Rate","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","Pythag","Off_1","Off_2","Off_3","Def_1","Def_2","Def_3","Height","HgtC","HgtPF","HgtSF","HgtSG","HgtPG","HgtEff","Exp","Bench","PtsC","PtsPF","PtsSF","PtsSG","PtsPG","ORC","ORPF","ORSF","ORSG","ORPG","DRC","DRPF","DRSF","DRSG","DRPG","teamID","NumOfGames","WinPct","Margin_Victory","Margin_Loss","My_PPG","My_FGA","My_3FGP","My_FTA","My_FTP","My_Off_Reb","My_Def_Reb","My_Tot_Reb","My_Assists","My_TO","My_Ast_TO","My_Steals","My_Blocks","My_Fouls","My_Possessions","Opp_Pts","Opp_FGA","Opp_3FGP","Opp_FTA","Opp_FTP","Opp_Off_Reb","Opp_Def_Reb","Opp_Tot_Reb","Opp_Assists","Opp_TO","Opp_Ast_TO","Opp_Steals","Opp_Blocks","Opp_Fouls","Opp_Possessions","Margin_Victory_SD","Margin_Loss_SD","My_Pts_SD","My_FG___SD","My_3FG___SD","My_FTA_SD","My_FT___SD","My_Off_Reb_SD","My_Def_Reb_SD","My_Tot_Reb_SD","My_Assists_SD","My_TO_SD","My_Ast_TO_SD","My_Steals_SD","My_Blocks_SD","My_Fouls_SD","My_Possessions_SD","Opp_Pts_SD","Opp_FG___SD","Opp_3FG___SD","Opp_FTA_SD","Opp_FT___SD","Opp_Off_Reb_SD","Opp_Def_Reb_SD","Opp_Tot_Reb_SD","Opp_Assists_SD","Opp_TO_SD","Opp_Ast_TO_SD","Opp_Steals_SD","Opp_Blocks_SD","Opp_Fouls_SD","Opp_Possessions_SD","Tourney","TourneyType"
"East Tennessee St.",45.4651,36.7288,72.5806,8.3236,49.4725,35.8098,70.4334,14.0698,44.7656,44.1022,52.3957,62.4434,0.1124,0.1061,-6.5,51.3434,21.4341,33.02277,42.3329,49.7752,18.6768,29.6146,39.82017,68.0725,67.9777,104.3031,100.1232,105.3693,104.9653,0.36746,22.5,39.1,38.4,22.5025,41.7409,35.7567,75.09,-2.58,-2.73,-1.39,-0.98,-0.21,-5.3,1.65,31.53,9.75,20.26,22.95,22.14,24.9,41.28,20.6,9.07,22.44,6.62,26.45,20.58,15.52,23.85,13.6,1190,28,0.5,5.785714286,-7.357142857,71.42857143,0.418022453,0.361352724,22.17857143,0.729787037,9,20.89285714,29.89285714,12.10714286,12.67857143,1.052063737,7.714285714,2.535714286,20.21428571,69.82053571,72.21428571,0.438027331,0.371351231,23.03571429,0.710857784,9.607142857,23.32142857,32.92857143,14.78571429,14.42857143,1.106438518,7.285714286,4.321428571,18.60714286,70.26339286,3.423416454,6.046068562,11.91149016,0.069267666,0.100220169,9.237819093,0.113913682,3.410224279,5.45241561,7.718852754,3.937843795,4.595114728,0.430253346,2.878491669,1.346659595,3.881171481,7.792497144,10.12644921,0.059866141,0.088942239,8.643053914,0.084890801,4.228118273,5.055642769,8.182766767,3.166457804,3.745897227,0.427006544,3.857240838,2.625425136,5.187872509,8.643621825,0,""
"Eastern Illinois",47.9075,36.3636,64.5291,11.6028,46.2144,34.5811,71.1155,9.3612,37.7229,35.5513,57.6378,50.1506,0.0877,0.103,3.4,48.2256,19.1808,34.69388,31.81242,50.4115,18.9616,23.79913,34.22497,62.4254,62.6646,98.0376,97.9723,103.3227,102.7548,0.366304,17.9688,48.5491,33.4821,18.9995,50.0266,30.9739,74.56,0.21,-1.31,-2.74,-2.13,-4.57,-1.1,2,34.45,22.71,25.86,17.27,16.46,17.7,35.27,41.24,10.2,6.46,6.83,26.15,23.99,19.43,19.74,10.69,1183,29,0.517241379,6.733333333,-13.42857143,61.79310345,0.441222339,0.368661617,17.24137931,0.653682863,6.379310345,19.20689655,25.5862069,12.62068966,11.55172414,1.288691847,5.517241379,4.068965517,16.5862069,63.63793103,64.79310345,0.424184192,0.350516708,17.31034483,0.717291621,10.03448276,25.20689655,35.24137931,11.48275862,11.79310345,1.06947349,6.482758621,2.931034483,17.27586207,64.39482759,3.555009879,10.51529498,9.224886025,0.07926978,0.104625158,6.115876134,0.141633611,3.189422172,6.543149691,7.561732801,3.086998,4.222272635,0.763817569,2.399712627,2.374432782,3.550827282,4.11244095,11.4871957,0.09294986,0.12943004,6.042134487,0.097985895,3.774754094,4.850473544,7.089505183,4.058682841,3.028192652,0.549395156,2.836253687,1.709867048,3.95417096,4.788562356,0,""
"Eastern Kentucky",55.0914,34.0206,78,9.9387,49.2025,38.6364,67.5944,11.0966,46.9896,41.2401,59.2649,66.5595,0.1392,0.0993,-5.5,52.8118,27.1803,34.64286,36.26532,53.1834,18.2839,22.40964,34.60208,64.8782,63.6013,105.4774,104.1061,98.2518,99.9865,0.614039,20.2387,43.7987,35.9626,18.8366,44.4321,36.7313,76.9,-1,0.31,0.83,-0.48,1.51,-0.69,2.06,26.91,22,20.9,19.98,20.67,16.44,38.36,19.82,21.55,10.47,9.81,22.95,19.15,23.85,16.84,17.22,1184,28,0.607142857,12.17647059,-7.727272727,68.82142857,0.457931956,0.3380025,17.85714286,0.770280609,5.535714286,17.07142857,22.60714286,13.82142857,11.78571429,1.288417943,9.107142857,2.928571429,17.39285714,66.33928571,64.46428571,0.447566521,0.371181513,17.96428571,0.661528892,9.357142857,24.39285714,33.75,14.78571429,17.57142857,0.887739766,6.5,3.035714286,17.60714286,66.24732143,7.66677323,9.089454429,7.874259854,0.070117716,0.097027946,6.846000648,0.104197214,3.084995262,5.032697321,6.039004613,3.62147475,3.270033898,0.600241064,2.671374812,1.741190981,3.083279708,5.047544455,11.68247229,0.080731105,0.127444734,4.756921996,0.137212159,3.455690805,5.152053066,7.142076677,4.516284468,4.211347734,0.342821462,2.848001248,2.617351543,3.51018925,4.584764117,0,""
"Eastern Michigan",46.8231,31.5287,71.1207,12.5881,43.8066,33.1754,68.9755,9.6774,38.0376,38.9299,45.938,63.7209,0.1214,0.0847,-3.7,46.1255,21.3979,33.33333,42.61993,47.0018,17.8316,30.1676,42.15627,66.5312,66.1505,101.2353,100.2385,98.3165,97.9362,0.566409,24.1817,46.8002,29.0181,24.1658,43.9838,31.8504,77.61,0.9,0.88,2.1,0.83,0.03,1.78,2.02,38.8,9.49,17.79,19.88,30.67,22.18,37.13,27.75,17.57,9.52,8.03,30.59,25.83,22.35,10.22,11.01,1185,30,0.566666667,12.52941177,-11.07692308,68.23333333,0.411856197,0.315168688,23.2,0.716008206,9,21.83333333,30.83333333,10.36666667,11.63333333,0.945768072,8.166666667,4.166666667,19.73333333,68.68666667,65.93333333,0.401938178,0.334516387,23.1,0.693683134,10.23333333,23.86666667,34.1,13.7,14.3,1.082252736,5.7,3.3,19.83333333,69.23916667,10.27811782,7.227972727,11.74641056,0.073622361,0.100928211,8.083188173,0.093047789,3.503692633,5.330998052,6.752181427,3.872834953,3.681110527,0.397449161,3.494659308,3.018144364,4.63817245,5.907858345,11.28909554,0.072179651,0.090690451,8.949475038,0.107169308,5.042463364,6.657810209,10.50238068,3.405371011,4.243859662,0.524045404,2.465625751,2.019730265,4.763969175,6.62288575,0,""
"Eastern Washington",52.3392,39.5647,71.3841,12.3382,49.0078,38.3628,71.6108,11.6959,43.2208,34.9607,46.4539,57.7447,0.0912,0.0837,1,51.9921,17.73,30.57385,35.18519,55.368,15.9523,29.37853,35.58384,68.4152,68.7799,114.8195,110.0341,107.6451,107.681,0.56183,18.6585,43.6585,37.6829,19.5048,49.3484,31.1468,77.28,-1.05,-0.38,-0.28,1.3,3.5,-1.43,1.9,25.52,22.3,20.78,18.05,20.04,18.82,33.55,23.25,16.92,13.84,12.44,26.64,20.94,15.7,18.22,18.51,1186,31,0.741935484,9.826086957,-8.5,79.35483871,0.469019712,0.396915772,20.74193548,0.713455962,8.580645161,23.06451613,31.64516129,12.67741936,10.87096774,1.255594263,6.290322581,4.612903226,18.09677419,70.43306452,74.25806452,0.454863505,0.394024012,20.22580645,0.721570096,9.322580645,24.16129032,33.48387097,15.06451613,12.06451613,1.34503082,5.774193548,3.870967742,19.19354839,69.83306452,7.685004134,7.615773106,11.95700182,0.063003744,0.086760452,6.126269893,0.139106524,3.294178639,4.162815425,5.535030184,4.678939316,2.753687655,0.623115439,2.383184821,3.040585682,3.672917448,5.074118918,11.06335616,0.070430416,0.106838597,7.522010713,0.139861843,3.581313509,6.017179706,8.078246376,3.767718,3.043413477,0.520666278,2.171169845,2.432309403,4.158680519,5.029241109,1,"champ"
"Elon",45.1209,34.4551,68.3969,3.8391,50.6399,34.965,67.1662,10.1164,35.8415,34.3337,47.5661,49.8674,0.0912,0.0917,10.4,51.2605,21.231,31.85756,44.05762,47.4727,19.033,27.89887,37.62206,68.1889,68.2127,98.2704,96.8669,103.4505,104.1219,0.303522,21.3232,47.9772,30.6997,22.3989,50.3408,27.2603,76.12,-1.73,-0.61,-0.68,0.96,-0.64,-2.34,1.52,38.83,12.91,14.91,25.36,23.16,23.67,24.31,25.52,15.57,19.37,15.23,20.91,20.64,23.27,20.77,14.41,1189,31,0.419354839,6.923076923,-10.55555556,67.77419355,0.413727828,0.338260968,21.12903226,0.685357862,8.483870968,20.96774194,29.4516129,11.03225807,12.90322581,0.98703396,6.290322581,1.35483871,21.09677419,70.61693548,71,0.456399597,0.341848383,23.67741936,0.676387776,9.290322581,25.22580645,34.51612903,12.12903226,14.38709677,0.901065255,6.322580645,3.64516129,19.80645161,70.08548387,4.786465963,6.185583069,9.66336614,0.048781967,0.108538332,7.902497223,0.112290009,3.213211973,5.474083613,6.946647679,3.877145608,3.88462644,0.63073499,1.900763853,1.226061094,3.88462644,5.367174098,8.426149773,0.073056826,0.131920272,6.813648542,0.111985844,3.226903039,4.638316343,6.469780871,4.287516262,2.894562942,0.429370808,2.761486276,1.780419185,4.33911938,5.776550204,0,""
"Evansville",51.0132,34.1808,74.4898,10.1584,48.1827,34.5018,70.7602,9.8678,23.7743,33.5604,64,51.1364,0.0802,0.1015,8.3,49.3808,19.9466,28.55711,31.76471,51.0745,19.8451,26.12613,46.07119,64.8805,65.9798,102.8339,102.3637,99.2244,99.9665,0.56771,25.1476,56.9882,17.8642,18.5393,52.809,28.6517,76.27,0.11,-1.91,-0.68,-0.2,0.7,-1.8,1.55,31.76,24.08,15.09,15.99,23.65,21.19,45.47,11.93,22.99,10.23,9.38,39.35,11.77,21.72,13.04,14.1,1191,30,0.6,9.611111111,-8.25,67.73333333,0.469711011,0.337318427,22.86666667,0.741614709,6.133333333,21.6,27.73333333,14.93333333,12.76666667,1.359848044,5.266666667,3.633333333,17.46666667,67.12833333,65.26666667,0.43803494,0.33815455,17.1,0.715686874,7.8,22,29.8,12,12.93333333,0.9933652,6.666666667,3.733333333,20.06666667,67.08916667,6.269805222,8.635287014,12.89729545,0.085857116,0.129528192,7.426575455,0.080453877,2.515240899,4.445842692,5.271480413,4.409498629,3.430927625,1.083754985,2.09980842,1.973677354,3.014142908,5.34986196,9.428252968,0.052633359,0.102232069,6.880006014,0.112462181,3.556441461,4.870743057,7.05349021,3.769203703,2.911728167,0.440713778,2.745947903,2.227312178,4.160017683,5.519329995,0,""
"Fairfield",43.1535,32.2476,71.6239,9.0985,47.1619,34.3387,67.1942,7.8838,38.91,26.4579,52.7687,53.4362,0.0784,0.1038,11,48.3118,18.3253,33.93708,42.66421,45.1838,20.1578,27.29008,37.07224,62.1433,61.7234,93.9025,93.455,103.8458,103.9882,0.226502,22.71,45.0949,32.1951,22.8809,55.365,21.754,76.48,-0.26,-0.16,0.88,-0.68,-0.7,-0.42,1.47,37.57,15.2,23.42,25.98,19.87,15.54,33.53,25.94,25.88,10.14,4.52,32.2,22.34,20.96,14.14,10.36,1193,31,0.225806452,9.285714286,-10.875,59.51612903,0.390284772,0.321716099,18.87096774,0.712364362,7.870967742,19.22580645,27.09677419,10.4516129,12.41935484,0.958587386,4.967741936,3.516129032,19.06451613,64.41532258,65.83870968,0.437997278,0.341271838,22.41935484,0.648657193,9.516129032,23.32258065,32.83870968,12.29032258,11.38709677,1.175513197,6.580645161,2.451612903,17.74193548,65.06854839,3.773340064,10.93185413,10.39189097,0.06821385,0.110942787,8.114768165,0.10394254,2.473080879,5.920077012,7.404299826,3.462549251,3.490694234,0.5273075,2.152268121,2.718712535,3.820431772,5.124327913,12.05845975,0.08184435,0.134628471,8.208833427,0.146553438,3.0969982,5.344075204,6.938284006,3.598087903,3.451351613,0.524922267,2.802072965,1.689944963,3.949411281,5.643820248,0,""
"Fairleigh Dickinson",45.5005,32.1131,68.9338,8.9876,52.4793,34.7222,69.2005,11.6279,37.7987,34.2391,46.8118,54.9048,0.1255,0.0936,4.9,52.3438,23.1584,40.48405,51.83424,46.5094,18.5581,27.59615,34.21384,67.3944,67.7046,96.7367,96.0564,108.4136,111.0994,0.158008,20.2265,48.5437,31.2298,25.5196,49.1058,25.3746,75.44,-2.54,-1.25,-0.56,-0.55,-1.2,-3.79,1.21,36.65,15.09,18.59,22.65,24.17,19.5,31.93,27.65,20.24,9.03,11.15,28.34,24.9,18.49,14.18,14.09,1192,28,0.25,3.857142857,-11.52380952,66.21428571,0.405604291,0.323796228,19.42857143,0.676973811,8.5,15.03571429,23.53571429,10.75,12.39285714,1.175690168,8.571428571,3.107142857,22.67857143,69.90714286,73.89285714,0.464782849,0.356052644,27.25,0.684367389,11.75,26.17857143,37.92857143,13.39285714,15.53571429,0.927816864,6.392857143,4.107142857,17.78571429,69.33660714,2.544836041,6.860167984,11.66621314,0.051144417,0.093873311,8.447785471,0.146322927,3.01232038,6.844744634,7.829110648,3.417005403,4.408235439,1.184716494,2.911389784,2.148889217,4.464291005,5.742043034,8.608089588,0.078031575,0.104712013,8.716204577,0.091510989,4.402230075,4.722315592,7.595947123,3.725182429,4.324624949,0.383107447,2.643500565,2.973204852,3.956777054,6.194021468,0,""
"Florida",50.2752,32.3923,63.472,10.4517,44.5527,32.7553,74.4783,11.9266,38.1736,31.4927,56.2663,51.7088,0.1092,0.0872,10.6,45.9951,21.6496,29.12713,37.8034,49.6313,19.59,31.66515,31.36699,62.8063,62.8788,101.3845,103.3876,94.7196,91.7029,0.798864,16.7063,52.1656,31.128,23.4343,50.8081,25.7576,77.08,0.61,1.27,0.71,-0.72,0.23,1.88,1.55,40.1,21.31,25.34,20.32,20.35,12.67,34.28,27.65,25.41,5.99,6.67,28.4,22.12,21.05,14.63,13.8,1196,33,0.484848485,15.125,-7.235294118,63.66666667,0.437104578,0.323388663,16.75757576,0.62171917,9.303030303,21.6969697,31,13.06060606,12,1.199066637,6.909090909,3.575757576,16.90909091,64.08106061,60.06060606,0.410593968,0.331598929,18.87878788,0.734063734,7.666666667,20.18181818,27.84848485,10.54545455,13.42424242,0.86756932,5.515151515,3.939393939,15.75757576,64.69469697,13.321036,5.889921601,8.376554582,0.076290587,0.105265928,8.135686446,0.136543749,3.548633967,5.353064826,7.483314774,3.707588451,3.259601203,0.538909544,3.126136157,1.854560309,4.509459754,5.487411127,10.60936907,0.061134558,0.10901616,8.659379221,0.120395723,2.986078811,6.825753372,8.389432386,3.808632539,3.929299421,0.47387557,2.346822481,2.461445129,4.514077308,5.137027646,0,""
"Florida A&M",40.8712,28.266,64.903,6.0904,54.0275,35.122,64.386,9.8239,28.0667,37.6607,43.0357,59.2689,0.075,0.1081,-4.5,53.5211,18.4725,35.47401,34.90508,41.3,21.7786,26.83859,37.8,65.7082,66.2527,84.4361,85.3809,110.9158,114.5428,0.032958,22.8998,54.8849,22.2153,17.3522,52.0095,30.6383,76.67,0.27,-0.04,-0.77,0.3,0.27,0.22,1.12,33.58,9.17,17.17,23.76,30.73,19.17,26.95,31.13,14.76,17.31,9.84,18.34,22.91,16.6,25.39,16.76,1197,29,0.068965517,7,-19.33333333,55.4137931,0.373648325,0.269058749,19.55172414,0.65420855,7.172413793,17.17241379,24.34482759,8.310344828,13.79310345,0.656392074,4.931034483,2.137931035,17.86206897,67.63189655,72.93103448,0.470383543,0.353402942,19.65517241,0.646174229,10.37931035,25.37931035,35.75862069,15.65517241,11.86206897,1.446679619,7.103448276,3.655172414,17.89655172,67.12931035,0,11.71127005,10.13662821,0.058769417,0.109105076,8.343458545,0.123185261,2.75251788,6.39792916,8.324987611,3.339198453,4.312600395,0.314597009,2.218928868,1.787339162,4.46993239,6.494619671,10.62655378,0.061622824,0.107538763,6.903807759,0.125018129,3.363817911,4.663029312,4.493290017,4.987669525,3.032256797,0.747542918,3.004102286,2.092091607,5.307305125,6.358069496,0,""
"Florida Atlantic",45.6354,34.9462,67.8133,7.6323,51.2576,29.8701,69.9454,11.8232,38.1408,21.0815,44.5724,40.7028,0.0674,0.0994,22.6,49.8973,16.6852,31.51163,37.577,48.2228,19.4852,26.03037,27.81955,64.4923,64.2034,96.67,97.3303,105.2787,108.0556,0.23109,16.3604,48.9627,34.6769,20.8469,64.1694,14.9837,75.9,0.17,0.18,-0.93,-1.36,-1.86,0.35,1.59,30.95,18.48,14.02,18.42,22.5,26.58,30.7,47.7,4.81,9.32,7.47,25.94,26.48,18,18.18,11.4,1194,27,0.259259259,10,-11.25,62.48148148,0.418417562,0.350000568,15.07407407,0.669956959,7.259259259,19.14814815,26.40740741,10.03703704,12.48148148,0.916699906,4.37037037,3.259259259,18.33333333,66.56759259,68.22222222,0.467062304,0.285277993,20.33333333,0.699755221,9.074074074,24.14814815,33.22222222,10.2962963,10.62962963,1.101892963,6.444444444,3.962962963,15.96296296,65.325,5.597618541,7.304468712,8.789724641,0.060179906,0.088051876,5.377488161,0.114790391,3.205675167,7.794000176,9.822498739,2.993344945,3.630748708,0.551352246,1.800601356,1.631247578,4.150996173,4.73603623,10.35275264,0.073751093,0.111142051,7.29594197,0.136677948,4.066050114,5.036052359,7.647691121,3.719127429,2.633338743,0.733294876,2.736271092,2.807702065,3.081975908,5.222970714,0,""
"Florida Gulf Coast",46.7589,33.9321,67.7536,10.6443,45.4715,29.1161,67.4216,6.7416,30.2171,35.0121,55.6962,45.1908,0.087,0.0902,6.8,44.8422,17.1948,32.41758,34.8301,48.0097,17.9332,34.64491,33.29312,65.1093,64.4397,103.6277,99.802,98.5337,101.3557,0.455704,19.0234,55.0356,25.941,20.7507,52.2252,27.0241,77.53,0.77,0.56,-0.27,0.48,2.79,1.33,2.12,31.96,13.86,21.15,20.36,22.04,22.59,36.36,25.52,13.87,12.28,11.97,24.2,24.93,17.24,16.69,16.94,1195,29,0.655172414,11.73684211,-12.2,67.79310345,0.428696652,0.343960293,19.03448276,0.683513103,10.34482759,23.31034483,33.65517241,13.65517241,11.48275862,1.303069488,5.689655172,3.931034483,17.4137931,67.35172414,64.31034483,0.399775592,0.298856231,19.79310345,0.678953734,9.931034483,20.86206897,30.79310345,10.20689655,11.13793103,0.980113565,5.896551724,2.689655172,17.55172414,67.4362069,7.362382655,5.533734925,11.08531625,0.068565199,0.123981886,5.75377366,0.115796331,2.955332494,5.471376481,7.117763805,4.569118875,3.621569211,0.585722717,2.436382686,2.389426627,4.022412579,4.353400411,11.1934402,0.073927488,0.101519694,7.589369023,0.116524804,3.899917897,6.412733638,8.809002337,4.402753281,2.735012901,0.536118981,2.730055305,2.156442975,3.180141584,4.827527956,0,""
"Florida International",48.6439,31.2775,64.3216,13.0806,46.3507,33.6858,66.1367,10.3237,28.4283,38.5556,47.851,58.0056,0.0985,0.118,-1.6,47.9616,19.1551,31.89189,36.63366,48.1528,22.5669,28.97839,37.38259,65.4334,65.324,94.0084,94.5409,100.4749,102.448,0.284201,19.9792,57.8564,22.1644,20.1648,47.4067,32.4285,77.49,1.57,0.33,1.89,0.51,-0.2,1.9,2.03,33.15,23.79,18.03,15.09,28.15,14.94,45.77,21.59,16.51,9.66,6.47,19.9,24.47,20.42,20.66,14.55,1198,31,0.451612903,6.5,-13.64705882,62,0.437665413,0.300219932,19.25806452,0.635934026,7.870967742,21.90322581,29.77419355,10.77419355,14.83870968,0.803434911,6.516129032,4.451612903,18.41935484,67.63145161,66.5483871,0.419258512,0.340781966,20.29032258,0.642158015,9.612903226,23.22580645,32.83870968,13.32258065,12.32258065,1.212460132,7.806451613,3.806451613,16.83870968,67.73467742,6.501479122,7.457723987,7.983315936,0.061648258,0.108517833,6.638110886,0.097265917,2.940996832,5.387360756,6.179048888,2.603967197,4.754624235,0.360327508,2.541272224,3.128777287,3.836441003,5.360740651,10.73883516,0.079034852,0.098526339,8.497817557,0.099846137,3.46099619,5.601843015,7.857466828,3.718306934,3.806898097,0.579453319,3.310783944,2.937338419,3.173817619,4.864748527,0,""
"Florida St.",51.419,31.2766,67.0077,12.7435,46.5097,32.5464,70.0867,7.0952,28.1775,32.4932,49.8034,51.5666,0.0828,0.0938,6.4,47.2603,17.9857,31.93717,37.91781,50.1499,21.8757,31.84466,46.88249,65.778,66.361,100.288,102.3414,101.2564,97.5655,0.634041,23.8507,56.0765,20.0728,21.9457,51.8552,26.1991,79.15,4.24,1.65,2.78,1.3,2.46,5.89,1.26,31.41,19.69,20.31,20.3,22.96,16.74,36.85,26.69,21.86,8.2,6.4,24.86,21.33,22.07,15.14,16.6,1199,33,0.515151515,8.823529412,-10.0625,66.63636364,0.458490997,0.308143992,23.72727273,0.6674917,8.303030303,22.09090909,30.39393939,11.51515152,14.3030303,0.850553722,5.484848485,4.757575758,18.51515152,67.87651515,66.96969697,0.421624895,0.325731668,20.96969697,0.70163666,9.303030303,20.93939394,30.24242424,11.96969697,11.72727273,1.167273722,6.212121212,2.575757576,20.3030303,67.68787879,5.822749502,7.131795006,12.46449503,0.079480473,0.14815692,8.213071621,0.072318785,3.206291164,5.55294762,7.189138483,4.309301075,3.459451261,0.375473508,1.938446738,2.872610997,4.479963812,6.238194912,10.2148325,0.062320504,0.11263886,8.312208072,0.105698551,3.206291164,5.402195121,7.202561623,3.703755261,3.573100258,0.616240104,2.328593671,1.541717853,4.971700215,6.570855161,0,""
"Fordham",47.7598,29.8305,72.1402,11.4594,49.5593,34.1256,67.3621,8.9609,35.9976,36.5839,54.3575,53.6068,0.1017,0.1128,5.3,50.1553,18.746,29.45205,41.67702,46.6748,22.2045,33.42857,33.06894,66.2469,65.7558,96.4896,100.3962,103.6317,103.7309,0.407148,20.354,52.1603,27.4857,21.8674,48.9598,29.1727,76.55,-0.74,0.06,-0.51,-0.7,1.3,-0.68,1.06,25.66,12.88,23.1,24.15,21.43,18.44,37.35,21.83,15.55,15.04,10.24,30.65,25.49,15.65,15.32,12.88,1200,30,0.3,12.44444444,-12.28571429,64.03333333,0.416319339,0.311455124,18.06666667,0.728107588,10.3,24,34.3,12.26666667,14.2,0.954134033,6.766666667,3.9,18.9,67.115,68.9,0.442862303,0.340807756,22.36666667,0.682380448,8.233333333,21.06666667,29.3,12.63333333,12.13333333,1.162131994,7.5,3.133333333,16.73333333,68.19083333,5.703312877,6.827465541,9.256808616,0.067757126,0.11650218,7.969482021,0.1333076,3.163912898,6.102571533,8.3507175,3.885723945,4.180414103,0.438664089,2.635085987,2.249137766,4.573914041,4.54166345,10.23297577,0.076370792,0.08696863,7.770338533,0.136833724,3.490710167,6.102194819,7.144566298,3.253468529,3.57899363,0.543588005,3.14861765,1.960530071,5.192390542,4.206550123,0,""
"Fresno St.",47.2222,31.2977,69.2939,10.2713,47.9651,34.8162,69.3878,9.1954,33.4184,33.3764,44.9011,53.9259,0.1155,0.0841,8.1,49.3867,20.2728,32.72727,44.28664,47.1301,17.2293,25.92965,38.83929,63.9051,65.5161,98.152,100.6525,103.603,103.1169,0.430901,22.2105,51.8947,25.8947,23.7288,49.3519,26.9192,76.66,-0.65,-0.15,-0.39,1.1,0.05,-0.8,1.63,28.3,14.52,20.52,26.14,23.15,15.67,30.47,28.58,17.85,14.37,8.73,20.87,21.8,21.06,21.74,14.53,1201,30,0.433333333,6.230769231,-11,63.33333333,0.419754624,0.312027086,20.3,0.694648317,6.9,19.4,26.3,9.833333333,10.8,0.992622454,7.466666667,3.533333333,20.63333333,65.80916667,66.86666667,0.438452469,0.352428421,22.86666667,0.682918443,9.2,23.86666667,33.06666667,12.13333333,12.63333333,1.043356869,5.433333333,3.2,17.56666667,65.92833333,4.585372507,6.184658438,8.400875707,0.057812805,0.114160386,6.120344818,0.120896546,2.975184723,5.997700709,6.778007031,3.939922398,2.952497482,0.462631571,2.515240899,2.046583921,3.53780892,4.818205791,9.160384472,0.066885521,0.13230611,6.724803975,0.114071863,4.113895712,5.715878267,7.943478493,4.014914723,3.112636462,0.512459588,1.813423764,2.708861575,4.446488993,5.045891694,0,""
"Furman",48.8575,32.8383,66.7162,8.1726,51.3315,36.0406,66.2866,13.1665,39.7377,35.1786,47.0679,55.9585,0.0819,0.1109,0.6,52.2917,16.483,32.31827,36.54762,49.0164,21.0616,29.48847,44.13115,62.9338,62.4418,99.2376,97.0461,110.5901,108.8615,0.210612,23.0967,46.1934,30.7099,18.8078,51.6636,29.5287,75.73,-0.67,-0.87,-0.68,-1.29,-1.17,-1.53,0.94,31.37,18.45,16.88,14.9,26.93,22.84,20.73,46.05,11.1,12.29,9.82,22.51,25.07,18.01,17.51,16.91,1202,31,0.290322581,8.666666667,-13.54545455,62.70967742,0.422842741,0.325316473,21.70967742,0.683110332,7.967741936,19.51612903,27.48387097,9.838709677,13.09677419,0.816276213,5.193548387,2.870967742,18,64.63467742,69.80645161,0.462763721,0.35605434,19.80645161,0.65866977,9.258064516,21.19354839,30.4516129,13.93548387,10.35483871,1.511947551,7.032258065,3.903225807,18.4516129,64.6983871,6.244997998,12.07014133,10.28653991,0.075330348,0.112303561,10.21826322,0.123133102,2.926703162,6.781695795,8.465108654,4.033995325,3.003940065,0.466751614,2.914553766,1.839237804,4.809712396,6.618602815,11.31788954,0.087278342,0.116665558,8.400076805,0.098982793,3.69655463,5.430895291,6.776620149,4.654284649,3.488537297,0.7637537,2.689285791,2.385439704,5.530754678,6.526493876,0,""
"Gardner Webb",50.0496,34.4538,67.4809,4.8583,51.5789,38.2022,68.8931,11.2983,41.4393,30.1865,61.518,49.2271,0.0917,0.0951,7.3,53.307,17.1192,31.01761,29.62125,50.7255,17.4587,30.2521,38.01509,67.6975,67.8215,106.2987,105.2674,109.0422,108.7818,0.406691,20.1826,46.1187,33.6986,16.0659,56.6978,27.2363,74.62,-2.47,-1.73,-1.37,-2.7,-1.97,-4.2,2.17,25.88,25.04,24.01,17.3,18.97,14.68,39.59,30.29,17.95,7.63,4.54,24.47,25.38,18.55,18.04,13.56,1205,30,0.533333333,7.625,-12.78571429,73,0.437590544,0.343506078,21.83333333,0.684391892,9.233333333,21.13333333,30.36666667,15.4,11.86666667,1.35605131,6.3,2,16.33333333,70.4375,74.9,0.475163157,0.380563082,17.46666667,0.688476534,9.633333333,23.03333333,32.66666667,13.8,11.56666667,1.330983222,6.533333333,3.833333333,17.46666667,69.19666667,5.071160288,8.097279424,10.89131258,0.079345296,0.113670288,7.598018496,0.111640497,3.308123057,5.506944414,7.540617981,5.574572815,2.849480695,0.554578381,3.39522992,2.181426297,3.314891514,4.919409789,10.16196424,0.06210738,0.112815435,5.78185827,0.10503158,3.782749715,6.820270666,9.628740503,4.964702998,3.927650288,0.711698049,2.542512107,2.229633236,4.666338248,4.85803961,0,""
